ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
1350,HD,8,8,KS,0,3,A,5/28/2011,5/30/2011,10/15/2010,FR,1433,9,4,0.281,2/11/2010,8/26/2010,5,3,2/11/2010,B,Other,10,PUBLIC,1,5,6,372,I,0.281,0,East Coast,EXISTING,32,35,1433,2,5/17/2010,9/8/2010,376,262,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,1,0.086021505,0.914285714,3,S-M,1
1351,HD,8,8,NE,1,3,A,5/28/2011,5/30/2011,10/15/2010,NA,1244,11,0,0.688,1/28/2010,8/25/2010,0,1,1/26/2010,B,Other,10,PUBLIC,1,6,8,301,H,0.25,0,East Coast,EXISTING,16,17,1244,2,5/11/2010,9/16/2010,382,254,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.053156146,0.941176471,1,S,1
1352,HD,7,8,IN,0,3,A,5/28/2011,5/30/2011,10/25/2010,NA,1286,4,1,0.667,5/20/2010,5/20/2010,1,1,5/20/2010,B,Other,10,PUBLIC,0,6,8,400,E,0.333,0,East Coast,NEW,6,7,1286,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.015,0.857142857,1,S-M,0
1353,HD,8,8,IL,0,3,A,5/28/2011,5/30/2011,10/22/2010,NA,999,17,3,0.586,NA,8/27/2010,4,3,6/11/2010,B,Other,10,PUBLIC,1,7,8,416,I,0.138,0,East Coast,EXISTING,29,32,999,1,9/27/2010,9/27/2010,243,243,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.069711538,0.90625,3,S-M,1
1354,HN,8,12,OK,0,3,A,5/28/2011,5/30/2011,10/1/2010,FR,1924,3,3,0.333,2/24/2010,8/12/2010,3,3,2/24/2010,D,Other,9,PUBLIC,1,PK,8,269,C,0,0,East Coast,EXISTING,9,12,1924,2,4/29/2010,8/26/2010,394,275,Middle,High,Middle->High,May,PK,Middle,PK->Middle,H,0,0.033457249,0.75,3,S,0
1355,HD,8,8,IN,0,3,A,5/28/2011,5/30/2011,11/19/2010,NA,1229,7,0,0.875,4/7/2010,8/20/2010,0,1,4/7/2010,B,Other,10,PUBLIC,1,6,8,450,E,0.125,0,East Coast,EXISTING,8,9,1229,1,11/9/2010,11/9/2010,200,200,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.017777778,0.888888889,1,S-M,0
1356,HD,NA,NA,IL,0,3,A,5/28/2011,5/30/2011,10/29/2010,NA,949,18,2,0.643,4/28/2010,4/28/2010,4,2,4/28/2010,A,Other,10,PUBLIC,1,6,8,350,O,0.286,0,East Coast,NEW,28,30,949,2,5/12/2010,9/14/2010,381,256,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.08,0.933333333,2,S-M,1
1357,HD,8,8,LA,0,3,A,5/28/2011,5/30/2011,12/15/2010,NA,1286,4,1,0.667,2/22/2010,8/27/2010,3,1,2/18/2010,C,Other,1,PUBLIC,1,6,8,553,B,0,0,East Coast,EXISTING,6,7,1286,1,10/5/2010,10/5/2010,235,235,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.01084991,0.857142857,1,S-M,1
1358,HD,8,8,MA,0,3,A,5/28/2011,5/30/2011,11/15/2010,FR,917,45,3,0.662,NA,9/22/2010,2,5,8/19/2010,A,Other,5,PUBLIC,0,6,8,1000,Q,0.25,0,East Coast,EXISTING,68,73,917,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.068,0.931506849,5,L,1
1359,HD,7,8,MS,0,3,A,5/28/2011,5/30/2011,11/5/2010,NA,1289,13,1,0.684,NA,8/25/2010,7,2,8/24/2010,C,Other,10,PUBLIC,1,6,8,1000,B,0.368,0,East Coast,EXISTING,19,21,1289,1,9/9/2010,9/9/2010,261,261,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.019,0.904761905,2,L,1
1360,HD,6,8,OK,0,4,A,5/28/2011,5/31/2011,11/8/2010,NA,1617,12,1,0.632,3/26/2010,8/24/2010,4,2,3/24/2010,B,Other,5,PUBLIC,1,7,8,170,G,0.526,0,East Coast,NEW,19,21,1617,2,4/12/2010,9/22/2010,411,248,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.111764706,0.904761905,2,S,0
1361,HD,6,8,MO,0,4,A,5/28/2011,5/31/2011,10/15/2010,NA,1559,32,2,0.727,3/22/2010,8/19/2010,8,5,3/19/2010,C,Other,10,PUBLIC,1,7,8,146,E,0.364,0,East Coast,NEW,44,49,1559,1,9/16/2010,9/16/2010,254,254,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.301369863,0.897959184,5,S,1
1362,HN,10,12,ID,0,4,A,5/28/2011,5/31/2011,1/15/2011,NA,2499,7,1,0.778,NA,8/13/2010,3,1,8/12/2010,B,Other,8,PUBLIC,1,9,12,977,J,0.111,0,East Coast,NEW,9,10,2499,1,10/27/2010,10/27/2010,213,213,High,High,High->High,May,High,High,High->High,H,0,0.009211873,0.9,1,L,0
1363,HD,6,8,TX,0,4,A,5/28/2011,5/31/2011,3/11/2011,NA,1768,7,0,1,NA,2/25/2011,0,1,2/25/2011,,Houston,1,Catholic,0,PK,8,131,G,0,0,East Coast,NEW,7,8,1768,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.053435115,0.875,1,S,0
1364,HD,8,9,MO,0,5,A,5/28/2011,6/1/2011,11/1/2010,NA,1701,4,5,0.444,2/17/2010,9/3/2010,7,1,2/17/2010,B,Other,10,PUBLIC,1,7,8,756,K,0.444,0,East Coast,NEW,9,10,1701,2,3/16/2010,9/30/2010,438,240,Middle,High,Middle->High,May,Middle,Middle,Middle->Middle,H,0,0.011904762,0.9,1,M-L,0
1365,HD,7,8,NE,0,5,A,5/28/2011,6/1/2011,10/15/2010,NA,1548,59,8,0.738,2/15/2010,8/23/2010,7,8,2/13/2010,B,Other,10,PUBLIC,1,7,8,971,L,0.275,0,East Coast,EXISTING,80,88,1548,1,8/26/2010,8/26/2010,275,275,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.082389289,0.909090909,8,L,1
1366,HD,6,8,AZ,0,5,A,5/28/2011,6/1/2011,10/22/2010,NA,1959,26,14,0.765,NA,8/31/2010,13,3,8/28/2010,B,Other,10,PUBLIC,1,7,8,609,I,0.206,0,East Coast,NEW,34,37,1959,1,9/22/2010,9/22/2010,248,248,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.055829228,0.918918919,3,M-L,1
1367,HN,12,12,NM,0,5,A,5/28/2011,6/1/2011,3/11/2011,SA,2550,0,0,0,NA,2/21/2011,0,1,2/22/2011,C,Other,8,PUBLIC,1,9,12,320,F,0,0,East Coast,NEW,10,11,2550,1,3/7/2011,3/7/2011,82,82,High,High,High->High,May,High,High,High->High,H,1,0.03125,0.909090909,1,S,0
1368,HC,8,8,CO,0,6,A,5/28/2011,6/2/2011,10/31/2010,NA,1898,28,13,0.683,3/12/2010,8/16/2010,13,7,2/27/2010,A,Other,9,PUBLIC,1,7,8,1000,Q,0.415,0,East Coast,EXISTING,41,48,1898,2,5/4/2010,8/31/2010,389,270,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.041,0.854166667,7,L,1
1369,HC,7,8,AZ,0,5,A,5/28/2011,6/2/2011,11/15/2010,NA,1799,17,12,0.81,NA,9/27/2010,15,4,9/28/2010,C,Other,5,PUBLIC,1,K,8,1011,P,0.476,0,East Coast,NEW,21,25,1799,1,10/19/2010,10/19/2010,221,221,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0,0.020771513,0.84,4,L,0
1370,HD,8,8,CA,0,7,A,5/28/2011,6/3/2011,9/30/2010,NA,2225,51,2,0.654,2/11/2010,6/11/2010,1,6,2/10/2010,,Southern California,5,Catholic,1,K,8,660,O,0.205,0,East Coast,EXISTING,78,84,2225,2,6/17/2010,9/2/2010,345,268,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.118181818,0.928571429,6,M-L,1
1371,HD,8,8,TX,0,4,A,5/29/2011,6/1/2011,10/9/2010,NA,1664,20,3,0.909,3/30/2010,8/24/2010,3,3,3/29/2010,B,Dallas,10,PUBLIC,1,5,8,363,L,0.409,0,East Coast,EXISTING,22,25,1664,1,9/21/2010,9/21/2010,250,250,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,1,0.060606061,0.88,3,S-M,1
1372,HD,7,8,TX,1,4,A,5/29/2011,6/1/2011,11/1/2010,NA,1618,14,3,0.667,4/15/2010,9/27/2010,4,3,4/14/2010,B,Houston,10,PUBLIC,1,6,8,921,L,0.333,0,East Coast,NEW,21,24,1618,2,5/18/2010,10/28/2010,376,213,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.022801303,0.875,3,L,0
1373,HD,8,8,MO,0,4,A,5/29/2011,6/1/2011,9/23/2010,NA,1440,18,2,0.857,5/5/2010,5/5/2010,7,3,5/5/2010,C,Other,10,PUBLIC,1,8,8,320,G,0.143,0,East Coast,NEW,21,24,1440,1,9/9/2010,9/9/2010,262,262,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.065625,0.875,3,S,1
1374,HD,7,8,TX,1,4,A,5/29/2011,6/1/2011,10/31/2010,NA,1561,19,1,0.864,3/26/2010,3/26/2010,8,3,3/24/2010,C,Dallas,10,PUBLIC,1,7,8,850,I,0.227,0,East Coast,NEW,22,25,1561,2,5/27/2010,9/14/2010,367,257,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.025882353,0.88,3,L,1
1375,HD,8,8,OK,0,4,A,5/29/2011,6/1/2011,10/25/2010,NA,1634,8,1,0.667,NA,9/2/2010,2,1,9/2/2010,C,Other,10,PUBLIC,1,6,8,365,E,0.167,0,East Coast,EXISTING,12,13,1634,1,9/13/2010,9/13/2010,258,258,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.032876712,0.923076923,1,S-M,0
1376,HD,8,8,TN,0,5,B,5/29/2011,6/2/2011,10/19/2010,NA,853,28,4,0.56,5/11/2010,9/1/2010,6,3,3/24/2010,B,Other,10,PUBLIC,1,6,8,775,I,0.14,0,East Coast,EXISTING,50,53,853,1,9/14/2010,9/14/2010,257,257,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.064516129,0.943396226,3,M-L,1
1377,HD,8,9,IN,1,5,B,5/29/2011,6/2/2011,10/4/2010,CP,889,24,9,0.727,3/10/2010,8/5/2010,9,3,3/2/2010,B,Other,5,PUBLIC,1,K,12,500,Z,0.152,0,East Coast,EXISTING,33,36,889,1,8/24/2010,8/24/2010,278,278,Middle,High,Middle->High,May,K,High,K->High,H,0,0.066,0.916666667,3,S-M,0
1378,HD,7,8,OK,0,5,A,5/29/2011,6/2/2011,9/30/2010,NA,1899,4,1,0.667,3/29/2010,3/29/2010,3,1,3/27/2010,B,Other,8,PUBLIC,0,9,12,175,F,0.333,0,East Coast,NEW,6,7,1899,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,High,High,High->High,H,0,0.034285714,0.857142857,1,S,0
1379,HC,8,9,TX,0,5,A,5/29/2011,6/2/2011,10/22/2010,NA,1983,11,0,0.55,2/12/2010,9/9/2010,0,2,2/11/2010,B,Houston,10,PUBLIC,1,6,8,206,J,0.15,0,East Coast,EXISTING,20,22,1983,2,4/14/2010,9/22/2010,410,249,Middle,High,Middle->High,May,Middle,Middle,Middle->Middle,H,0,0.097087379,0.909090909,2,S,0
1380,HD,6,7,CA,0,5,A,5/29/2011,6/2/2011,11/15/2010,NA,1999,8,3,0.667,NA,6/15/2010,5,1,6/16/2010,,Southern California,5,Catholic,1,K,8,265,F,0.333,0,East Coast,NEW,12,13,1999,2,6/16/2010,10/14/2010,347,227,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0,0.045283019,0.923076923,1,S,0
1381,HD,8,8,LA,0,5,A,5/29/2011,6/2/2011,10/15/2010,FR,1769,27,4,0.844,4/16/2010,8/10/2010,4,3,4/15/2010,,Other,5,CHD,1,7,12,,J,0.188,0,East Coast,EXISTING,32,35,1769,1,9/21/2010,9/21/2010,250,250,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,NA,0.914285714,3,,0
1382,HD,8,8,CO,0,5,A,5/29/2011,6/2/2011,10/1/2010,CP,1589,41,3,0.391,NA,8/25/2010,5,9,3/30/2010,B,Other,10,PUBLIC,0,6,8,625,O,0.248,0,East Coast,EXISTING,105,114,1589,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.168,0.921052632,9,M-L,1
1383,HD,6,8,NE,1,5,A,5/29/2011,6/2/2011,11/17/2009,FR,1558,6,1,0.194,10/6/2009,10/6/2009,1,2,10/2/2009,B,Other,1,PUBLIC,1,K,12,215,H,0.226,0,East Coast,EXISTING,31,33,1558,1,8/25/2010,8/25/2010,277,277,Middle,Middle,Middle->Middle,May,K,High,K->High,H,0,0.144186047,0.939393939,2,S,0
1384,HD,8,8,CA,0,5,A,5/29/2011,6/2/2011,11/19/2010,NA,1999,14,0,0.636,NA,9/7/2010,1,2,9/4/2010,,Southern California,10,Private non-Christian,1,PK,8,163,Q,0.227,0,East Coast,NEW,22,24,1999,1,10/6/2010,10/6/2010,235,235,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.134969325,0.916666667,2,S,1
1385,HC,7,8,CO,0,6,A,5/29/2011,6/3/2011,10/1/2010,NA,2509,32,2,0.744,2/3/2010,8/9/2010,4,6,1/26/2010,A,Other,5,PUBLIC,1,6,8,710,Q,0.163,0,East Coast,EXISTING,43,49,2509,1,9/8/2010,9/8/2010,263,263,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.06056338,0.87755102,6,M-L,1
1386,HD,7,8,CA,1,5,A,5/29/2011,6/3/2011,10/15/2010,FR,2426,19,0,0.826,2/2/2010,8/17/2010,0,2,1/29/2010,B,Northern California,5,PUBLIC,1,6,8,315,M,0.13,0,East Coast,EXISTING,23,25,2426,1,8/30/2010,8/30/2010,272,272,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.073015873,0.92,2,S,0
1387,HC,9,12,CA,0,5,A,5/29/2011,6/3/2011,1/7/2011,NA,1849,16,7,0.5,NA,8/19/2010,14,5,8/18/2010,C,Southern California,5,PUBLIC,1,6,8,330,A,0.031,0,East Coast,NEW,32,37,1849,2,9/17/2010,9/20/2010,254,251,High,High,High->High,May,Middle,Middle,Middle->Middle,H,0,0.096969697,0.864864865,5,S,1
1388,HD,7,8,WA,0,6,A,5/29/2011,6/3/2011,12/2/2010,NA,2391,8,1,0.571,NA,11/5/2010,1,1,11/3/2010,,Pacific Northwest,1,Private non-Christian,1,PK,8,110,O,0.143,0,East Coast,NEW,14,15,2391,2,11/26/2010,11/28/2010,184,182,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.127272727,0.933333333,1,S,0
1389,SC,7,8,CO,0,7,A,5/29/2011,6/4/2011,10/31/2010,NA,2492,13,6,0.722,4/27/2010,8/26/2010,7,2,4/28/2010,A,Other,6,PUBLIC,1,6,8,765,Q,0.278,0,Costa Rica,NEW,18,20,2492,1,9/28/2010,9/28/2010,243,243,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,S,0,0.023529412,0.9,2,M-L,0
1390,SC,9,12,CA,0,7,A,5/29/2011,6/4/2011,11/15/2010,NA,2509,0,2,0,3/23/2010,8/31/2010,3,2,3/19/2010,B,Northern California,7,PUBLIC,1,6,12,380,H,0.5,0,Costa Rica,NEW,4,6,2509,2,5/11/2010,9/16/2010,383,255,High,High,High->High,May,Middle,High,Middle->High,S,0,0.010526316,0.666666667,2,S-M,0
1391,SC,9,12,CA,0,7,A,5/29/2011,6/4/2011,11/15/2010,NA,2609,7,1,0.7,NA,9/22/2010,1,2,9/17/2010,,Southern California,7,Private non-Christian,1,,NA,106,Q,0.1,0,Costa Rica,EXISTING,10,12,2609,2,9/23/2010,10/6/2010,248,235,High,High,High->High,May,Undefined,Undefined,Undefined->Undefined,S,0,0.094339623,0.833333333,2,S,1
1392,HD,6,8,MO,0,3,A,5/30/2011,6/1/2011,11/15/2010,NA,1199,7,0,0.5,NA,9/30/2010,1,2,9/30/2010,C,Other,10,PUBLIC,1,5,7,885,F,0.286,0,East Coast,EXISTING,14,16,1199,1,10/13/2010,10/13/2010,229,229,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0,0.015819209,0.875,2,L,1
1393,HD,8,8,KS,0,4,A,5/30/2011,6/2/2011,10/22/2010,NA,1405,27,5,0.794,3/22/2010,8/19/2010,5,2,3/20/2010,B,Other,10,PUBLIC,1,7,8,150,E,0.412,0,East Coast,EXISTING,34,36,1405,1,8/30/2010,8/30/2010,273,273,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.226666667,0.944444444,2,S,1
1394,HD,8,9,MS,1,4,A,5/30/2011,6/2/2011,10/1/2010,NA,1711,9,4,0.643,3/8/2010,8/20/2010,4,1,3/6/2010,B,Other,10,PUBLIC,1,6,8,655,K,0.357,0,East Coast,EXISTING,14,15,1711,2,4/26/2010,9/7/2010,399,265,Middle,High,Middle->High,May,Middle,Middle,Middle->Middle,H,0,0.021374046,0.933333333,1,M-L,1
1395,HW,5,5,CO,0,4,A,5/30/2011,6/2/2011,10/15/2010,NA,1520,17,3,0.654,4/2/2010,9/8/2010,5,1,4/2/2010,B,Other,4,PUBLIC,1,K,5,690,O,0.385,0,East Coast,EXISTING,26,27,1520,2,5/10/2010,9/23/2010,385,249,Elementary,Elementary,Elementary->Elementary,May,K,Elementary,K->Elementary,H,1,0.037681159,0.962962963,1,M-L,1
1396,HD,8,8,MA,0,4,B,5/30/2011,6/2/2011,10/25/2010,NA,741,25,2,0.568,NA,9/20/2010,3,5,8/17/2010,,Other,10,Private non-Christian,0,7,12,540,L,0.25,0,East Coast,EXISTING,44,49,741,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.081481481,0.897959184,5,S-M,1
1397,HD,8,9,KS,0,4,A,5/30/2011,6/2/2011,10/19/2010,NA,1215,46,2,0.622,NA,9/16/2010,7,6,9/15/2010,B,Other,10,PUBLIC,1,7,9,558,L,0.257,0,East Coast,NEW,74,80,1215,1,9/28/2010,9/28/2010,244,244,Middle,High,Middle->High,May,Middle,High,Middle->High,H,0,0.132616487,0.925,6,S-M,0
1398,HD,8,8,NM,0,5,A,5/30/2011,6/3/2011,10/22/2010,NA,1975,6,2,0.6,2/3/2010,8/20/2010,3,1,2/3/2010,C,Other,10,PUBLIC,1,6,8,538,G,0.2,0,East Coast,EXISTING,10,11,1975,1,9/15/2010,9/15/2010,257,257,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.018587361,0.909090909,1,S-M,1
1399,HD,8,8,IN,0,4,B,5/30/2011,6/3/2011,10/22/2010,FR,876,29,1,0.58,4/26/2010,8/9/2010,3,3,4/22/2010,C,Other,10,PUBLIC,1,6,8,525,G,0.26,0,East Coast,EXISTING,50,53,876,1,9/22/2010,9/22/2010,250,250,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.095238095,0.943396226,3,S-M,1
1400,HD,8,8,IN,0,4,B,5/30/2011,6/3/2011,10/1/2010,FR,876,20,1,0.625,NA,8/23/2010,1,2,4/23/2010,C,Other,10,PUBLIC,1,6,8,515,G,0.219,0,East Coast,EXISTING,32,34,876,1,9/23/2010,9/23/2010,249,249,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.062135922,0.941176471,2,S-M,1
1401,HD,8,8,AZ,0,5,A,5/30/2011,6/3/2011,10/22/2010,NA,2215,6,2,0.75,4/26/2010,8/23/2010,0,1,4/23/2010,B,Other,10,PUBLIC,1,K,8,806,O,0.5,0,East Coast,EXISTING,8,9,2215,1,9/9/2010,9/9/2010,263,263,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.009925558,0.888888889,1,M-L,0
1402,HD,NA,NA,SD,0,5,A,5/30/2011,6/3/2011,10/15/2010,NA,1557,31,0,0.756,2/18/2010,8/25/2010,1,5,1/28/2010,,Other,5,Catholic,1,7,12,272,I,0.268,0,East Coast,EXISTING,41,46,1557,1,9/1/2010,9/1/2010,271,271,Undefined,Undefined,Undefined->Undefined,May,Middle,High,Middle->High,H,0,0.150735294,0.891304348,5,S,1
1403,HD,8,9,UT,0,5,A,5/30/2011,6/3/2011,10/8/2010,NA,1940,11,4,0.917,NA,9/13/2010,5,1,9/9/2010,B,Other,10,PUBLIC,1,8,9,808,G,0.25,0,East Coast,NEW,12,13,1940,1,9/22/2010,9/22/2010,250,250,Middle,High,Middle->High,May,Middle,High,Middle->High,H,0,0.014851485,0.923076923,1,M-L,1
1404,HD,7,7,MN,0,5,A,5/30/2011,6/3/2011,10/1/2010,NA,1610,34,0,0.642,NA,7/1/2010,0,3,6/22/2010,,Other,5,Private non-Christian,1,PK,12,650,M,0.189,0,East Coast,EXISTING,53,56,1610,1,9/23/2010,9/23/2010,249,249,Middle,Middle,Middle->Middle,May,PK,High,PK->High,H,1,0.081538462,0.946428571,3,M-L,1
1405,HD,8,8,IL,0,4,B,5/30/2011,6/3/2011,11/1/2010,NA,768,31,6,0.738,3/9/2010,8/31/2010,5,3,2/27/2010,B,Other,10,PUBLIC,0,6,8,550,J,0.476,0,East Coast,EXISTING,42,45,768,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.076363636,0.933333333,3,S-M,1
1406,HD,8,8,MO,0,5,A,5/30/2011,6/3/2011,10/30/2010,FR,1676,19,5,0.487,4/2/2010,8/9/2010,5,3,4/2/2010,B,Other,10,PUBLIC,1,6,8,359,I,0.128,0,East Coast,EXISTING,39,42,1676,1,8/12/2010,8/12/2010,291,291,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.108635097,0.928571429,3,S-M,1
1407,HD,9,12,CO,0,5,A,5/30/2011,6/3/2011,10/1/2010,NA,1827,8,2,0.615,3/1/2010,10/4/2010,2,2,3/2/2010,B,Other,10,PUBLIC,0,PK,12,140,J,0,0,East Coast,NEW,13,15,1827,0,NA,NA,NA,NA,High,High,High->High,May,PK,High,PK->High,H,0,0.092857143,0.866666667,2,S,0
1408,HD,8,8,CO,0,5,A,5/30/2011,6/3/2011,10/1/2010,NA,1912,18,6,0.692,3/5/2010,8/5/2010,9,2,3/6/2010,C,Other,3,PUBLIC,1,6,12,508,K,0.308,0,East Coast,EXISTING,26,28,1912,1,9/14/2010,9/14/2010,258,258,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.051181102,0.928571429,2,S-M,1
1409,HD,8,8,AZ,0,5,A,5/30/2011,6/3/2011,10/22/2010,NA,2290,2,0,0.5,4/26/2010,8/17/2010,0,1,4/23/2010,B,Other,5,PUBLIC,1,K,8,1025,N,0.5,0,East Coast,EXISTING,4,5,2290,1,9/21/2010,9/21/2010,251,251,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.003902439,0.8,1,L,1
1410,HD,8,NA,AZ,0,5,A,5/30/2011,6/3/2011,10/1/2010,NA,1903,1,1,0.333,3/3/2010,8/2/2010,1,1,3/3/2010,C,Other,5,PUBLIC,1,6,8,95,K,0.333,0,East Coast,EXISTING,3,4,1903,2,5/13/2010,9/2/2010,382,270,Middle,Undefined,Middle->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.031578947,0.75,1,S,1
1411,HD,8,8,NM,0,5,A,5/30/2011,6/3/2011,10/29/2010,NA,1943,33,5,0.846,8/4/2010,8/4/2010,8,3,8/4/2010,C,Other,10,PUBLIC,1,8,9,510,H,0.256,0,East Coast,EXISTING,39,42,1943,1,9/22/2010,9/22/2010,250,250,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.076470588,0.928571429,3,S-M,1
1412,HD,7,8,AZ,0,5,A,5/30/2011,6/3/2011,10/15/2010,NA,2016,6,1,0.75,NA,8/6/2010,1,1,8/6/2010,B,Other,10,PUBLIC,1,K,8,786,L,0.375,0,East Coast,NEW,8,9,2016,1,9/9/2010,9/9/2010,263,263,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0,0.010178117,0.888888889,1,M-L,0
1413,HC,12,12,NE,0,5,A,5/30/2011,6/3/2011,10/15/2010,NA,2117,14,2,0.667,NA,8/10/2010,0,2,8/11/2010,C,Other,8,PUBLIC,0,9,12,184,C,0.286,0,East Coast,NEW,21,23,2117,0,NA,NA,NA,NA,High,High,High->High,May,High,High,High->High,H,1,0.114130435,0.913043478,2,S,0
1414,HD,8,8,IL,0,4,B,5/30/2011,6/3/2011,11/1/2010,NA,793,28,1,0.596,NA,8/30/2010,1,3,8/21/2010,B,Other,10,PUBLIC,0,7,8,270,J,0.298,0,East Coast,EXISTING,47,50,793,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.174074074,0.94,3,S,1
1415,HC,11,11,TX,0,5,A,5/30/2011,6/3/2011,11/8/2010,FR,2049,5,7,0.625,NA,9/9/2010,8,1,9/3/2010,B,Dallas,8,PUBLIC,1,10,12,2175,N,0.375,0,East Coast,EXISTING,8,9,2049,1,9/22/2010,9/22/2010,250,250,High,High,High->High,May,High,High,High->High,H,1,0.003678161,0.888888889,1,L,0
1416,HD,6,8,MO,1,5,B,5/30/2011,6/4/2011,10/20/2010,NA,929,28,2,0.622,3/15/2010,8/31/2010,2,3,3/11/2010,C,Other,10,PUBLIC,1,6,8,275,F,0.156,0,East Coast,EXISTING,45,48,929,2,5/25/2010,9/29/2010,370,243,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.163636364,0.9375,3,S,0
1417,HF,4,5,CA,0,1,A,5/31/2011,5/31/2011,10/30/2010,FR,445,20,1,0.465,5/11/2010,9/14/2010,3,1,4/27/2010,C,Southern California,4,PUBLIC,0,K,5,377,L,0.116,0,CA History,EXISTING,43,44,445,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,May,K,Elementary,K->Elementary,H,0,0.114058355,0.977272727,1,S-M,1
